objectid,street_num,street_name,longitude,latitude,meter_type,point
226644,410,21ST AVE,-122.48035350229999,37.7799075999,SS,"(37.779907600372525, -122.48035350188988)"
226659,5321,GEARY BLVD,-122.4768813995,37.7803140999,SS,"(37.78031410036654, -122.47688140055513)"
226707,4416,GEARY BLVD,-122.46696199819999,37.7810347983,SS,"(37.781034797609095, -122.46696199807829)"
226749,4605,GEARY BLVD,-122.46885349760001,37.7806770977,SS,"(37.780677097877984, -122.46885349768807)"
226784,4515,GEARY BLVD,-122.4680668275,37.7807127087,SS,"(37.78071270890949, -122.46806682750845)"
226794,419,CLEMENT ST,-122.4638731999,37.7828985982,SS,"(37.782898598124504, -122.46387320008)"
226819,1942,CLEMENT ST,-122.48041480200001,37.7822915026,SS,"(37.78229150261047, -122.48041480225089)"
226849,5503,GEARY BLVD,-122.4785011017,37.7802407023,SS,"(37.78024070168038, -122.47850110211394)"
226879,413,CLEMENT ST,-122.46373769799999,37.7829049014,SS,"(37.782904900874904, -122.463737697637)"
226954,5719,GEARY BLVD,-122.48112089909999,37.7801218022,SS,"(37.78012180181291, -122.48112089916565)"
226959,217,BALBOA ST,-122.4615219978,37.77727769960001,SS,"(37.77727770010969, -122.46152199771784)"
226964,404,16TH AVE,-122.4750095026,37.780294598000005,SS,"(37.78029459778472, -122.47500950306045)"
227003,395,11TH AVE,-122.4697194991,37.7810430013,SS,"(37.78104300136908, -122.4697194993255)"
227029,1324,09TH AVE,-122.46618580049999,37.7633902998,SS,"(37.76339030032, -122.46618580002894)"
227039,3503,BALBOA ST,-122.4964644981,37.77568579730001,SS,"(37.77568579700555, -122.49646449754967)"
227077,5338,MISSION ST,-122.443664001,37.7137575977,SS,"(37.713757597772705, -122.44366400056522)"
227078,301,JUDAH ST,-122.4652464015,37.7621473026,SS,"(37.7621473031843, -122.46524640123542)"
227082,4921,MISSION ST,-122.4386414976,37.7194473006,SS,"(37.71944730107019, -122.4386414982512)"
227127,1332,09TH AVE,-122.46617399879999,37.7632224996,SS,"(37.76322250003522, -122.4661739992541)"
227146,1257,09TH AVE,-122.4664075018,37.7644318015,SS,"(37.76443180216189, -122.46640750209245)"
227164,902,PARIS ST,-122.4396348984,37.715498899,SS,"(37.71549889867062, -122.43963489787585)"
227181,893,PARIS ST,-122.4392191001,37.7158658978,SS,"(37.715865898140294, -122.43921909950028)"
227186,676,PORTOLA DR,-122.45289870139999,37.744736201,SS,"(37.744736200873774, -122.4528987013618)"
227190,468,28TH AVE,-122.4878930019,37.7801859015,SS,"(37.78018590111985, -122.48789300149672)"
227230,4919,MISSION ST,-122.4386069027,37.7194930994,SS,"(37.71949309925101, -122.43860690332275)"
227258,401,23RD AVE,-122.4826442988,37.779953499200005,SS,"(37.77995349900472, -122.48264429855502)"
227283,621,PARNASSUS AVE,-122.4604392182,37.7626762052,SS,"(37.76267620473394, -122.4604392182737)"
227363,1317,09TH AVE,-122.46635139889999,37.763480299,SS,"(37.76348029862847, -122.46635139866478)"
227463,6323,GEARY BLVD,-122.48764699860001,37.779819701700006,SS,"(37.77981970225152, -122.48764699935349)"
227479,1241,09TH AVE,-122.4664300994,37.7647551977,SS,"(37.7647551983552, -122.46643009917878)"
227515,3525,BALBOA ST,-122.4971201976,37.775655801300005,SS,"(37.77565580143056, -122.49712019854348)"
227531,644,PORTOLA DR,-122.45236899860001,37.7450498015,SS,"(37.745049801658965, -122.4523689987114)"
227567,904,GENEVA AVE,-122.4408649986,37.7161940996,-,"(37.71619409986963, -122.44086499948521)"
227615,2223,CLEMENT ST,-122.4834616014,37.7820163974,SS,"(37.78201639676033, -122.48346160058512)"
227654,4933,MISSION ST,-122.438862601,37.7191548002,SS,"(37.71915480004684, -122.43886260072507)"
227656,901,PARIS ST,-122.43948129719999,37.715514399899995,SS,"(37.7155143997158, -122.43948129697384)"
227791,5917,GEARY BLVD,-122.48318229959999,37.7800260027,SS,"(37.780026002796625, -122.48318229980973)"
227845,1265,09TH AVE,-122.4663923976,37.7642163028,SS,"(37.764216302897445, -122.46639239777801)"
227846,704,38TH AVE,-122.49830300149999,37.7754840002,SS,"(37.77548400004044, -122.49830300186606)"
227847,2144,CLEMENT ST,-122.48259809780001,37.782187801700005,SS,"(37.78218780164479, -122.48259809769112)"
227870,1340,07TH AVE,-122.46363889770001,37.7636938979,MS,"(37.763693898163666, -122.46363889782867)"
227882,6014,GEARY BLVD,-122.48421620180001,37.7802493022,SS,"(37.78024930208653, -122.48421620164194)"
227957,813,IRVING ST,-122.46671639729999,37.7639448018,SS,"(37.763944801927806, -122.46671639693542)"
227983,314,JUDAH ST,-122.4656783992,37.7622658004,SS,"(37.76226580018456, -122.46567839885692)"
227986,3515,BALBOA ST,-122.4967906418,37.7756708563,SS,"(37.77567085621109, -122.49679064156479)"
227988,608,PORTOLA DR,-122.45179240190001,37.7453223978,SS,"(37.74532239797691, -122.45179240165518)"
228009,308,JUDAH ST,-122.46555871940001,37.7622710894,SS,"(37.76227108936222, -122.46555871890361)"
228136,1423,OCEAN AVE,-122.4579457023,37.7241708998,SS,"(37.72417090033086, -122.45794570228709)"
228176,1211,OCEAN AVE,-122.4556460993,37.7236849003,SS,"(37.72368489981483, -122.4556460984758)"
228203,105,WEST PORTAL AVE,-122.46704269920001,37.7395216011,SS,"(37.73952160062666, -122.46704269893313)"
228272,824,IRVING ST,-122.46716049850001,37.7640792978,SS,"(37.7640792981848, -122.46716049770572)"
228345,1411,IRVING ST,-122.4732601994,37.7636573025,SS,"(37.763657302279576, -122.47326019934918)"
228366,1017,IRVING ST,-122.4688090009,37.7638529026,SS,"(37.76385290310085, -122.46880900104367)"
228384,5,VICENTE ST,-122.46648790100001,37.73937459930001,SS,"(37.739374599101325, -122.46648790089147)"
228385,420,TARAVAL ST,-122.4709655025,37.7433396027,SS,"(37.743339602809044, -122.47096550335043)"
228395,1753,20TH AVE,-122.47763900059999,37.7543719028,SS,"(37.75437190297826, -122.47763900105747)"
228443,195,LENOX WAY,-122.46587820139999,37.7412536991,SS,"(37.74125369885407, -122.46587820057815)"
228515,2717,14TH AVE,-122.46929240200001,37.7381112006,-,"(37.738111201359764, -122.46929240228069)"
228533,529,TARAVAL ST,-122.4723042992,37.7431159009,SS,"(37.74311590124354, -122.47230429895167)"
228543,1312,NORIEGA ST,-122.47793920129999,37.7542535,SS,"(37.75425349999784, -122.47793920086086)"
228568,4910,MISSION ST,-122.4386631006,37.719730799000004,SS,"(37.71973079937328, -122.43866310155877)"
228590,2102,IRVING ST,-122.48057349930001,37.7634812993,SS,"(37.7634812989895, -122.48057349861881)"
228611,1616,IRVING ST,-122.4756865983,37.763704598800004,SS,"(37.763704598805276, -122.47568659836988)"
228669,626,TARAVAL ST,-122.4733793007,37.7432337002,SS,"(37.7432337001021, -122.47337930117257)"
228717,1016,IRVING ST,-122.4690931977,37.763994500900004,SS,"(37.76399450083159, -122.46909319779878)"
228851,2814,14TH AVE,-122.4686819983,37.737776997400005,SS,"(37.73777699721754, -122.46868199781525)"
228879,1704,IRVING ST,-122.47633189870001,37.7636762009,SS,"(37.76367620140102, -122.47633189890311)"
228914,1285,20TH AVE,-122.478305401,37.7639788993,SS,"(37.76397889874805, -122.47830540125906)"
228918,2719,14TH AVE,-122.4692452007,37.738071001,SS,"(37.73807100088261, -122.46924520118688)"
228940,143,WEST PORTAL AVE,-122.4676922017,37.738974799299996,SS,"(37.73897479866851, -122.46769220184055)"
228967,807,ULLOA ST,-122.4652208998,37.740537,MS,"(37.74053700017356, -122.46522089947032)"
229089,2366,21ST AVE,-122.4777870977,37.743243702600004,SS,"(37.743243702733814, -122.47778709804929)"
229127,2530,OCEAN AVE,-122.472714599,37.7315443986,SS,"(37.73154439944659, -122.47271459902845)"
229129,1646,HOLLOWAY AVE,-122.4786069987,37.7209499021,SS,"(37.72094990181228, -122.47860699854832)"
229199,5,TAPIA DR,-122.4819166993,37.7219632015,SS,"(37.72196320199344, -122.48191669863897)"
229224,1644,HOLLOWAY AVE,-122.478534702,37.720947499299996,SS,"(37.72094749933795, -122.47853470237975)"
229228,3000,OCEAN AVE,-122.4747093019,37.731967701500004,MS,"(37.731967701920595, -122.474709301454)"
229235,907,TARAVAL ST,-122.47600540120001,37.7429533981,SS,"(37.74295339839066, -122.47600540124058)"
229264,2503,IRVING ST,-122.4848069025,37.7631546006,SS,"(37.763154600839535, -122.48480690211134)"
229329,1610,TARAVAL ST,-122.4836642982,37.7427819994,SS,"(37.74278199868215, -122.48366429814324)"
229359,910,TARAVAL ST,-122.476130001,37.7431130008,SS,"(37.743113000684446, -122.47613000072425)"
229378,1914,OCEAN AVE,-122.4624992998,37.7254668985,SS,"(37.725466899196384, -122.4624993001347)"
229380,2500,OCEAN AVE,-122.4725129024,37.73158730270001,MS,"(37.73158730331924, -122.47251290201432)"
229382,1304,27TH AVE,-122.48561770069999,37.7630143993,SS,"(37.76301439903081, -122.48561770082071)"
229429,2532,OCEAN AVE,-122.472756,37.7315630008,SS,"(37.73156300088075, -122.47275600012587)"
229446,1406,TARAVAL ST,-122.4814128017,37.7428810009,SS,"(37.742881000816446, -122.48141280255463)"
229492,1313,TARAVAL ST,-122.48046329969999,37.7427576025,SS,"(37.74275760192331, -122.48046330013764)"
229493,1324,TARAVAL ST,-122.4808521976,37.7429055989,SS,"(37.74290559920641, -122.4808521985046)"
229565,2530,NORIEGA ST,-122.4910950006,37.753694198000005,SS,"(37.75369419754834, -122.49109500073693)"
229586,2521,NORIEGA ST,-122.4908841008,37.7535109975,SS,"(37.75351099832173, -122.4908841007058)"
229639,2342,19TH AVE,-122.47557979770001,37.7436678357,SS,"(37.743667835895856, -122.47557979819014)"
229665,2652,OCEAN AVE,-122.4744237976,37.7323120021,SS,"(37.7323120018445, -122.4744237981233)"
229758,1798,32ND AVE,-122.49034550200001,37.7538292975,SS,"(37.75382929700864, -122.49034550219463)"
229791,3000,OCEAN AVE,-122.4745585003,37.7319999997,MS,"(37.73199999966731, -122.47455849953651)"
229799,2363,21ST AVE,-122.4779223984,37.7431978983,SS,"(37.743197898258835, -122.47792239753142)"
229801,2394,18TH AVE,-122.474578399,37.743439000900004,SS,"(37.743439000863326, -122.47457839871518)"
229816,2500,OCEAN AVE,-122.47233969879998,37.7316274018,MS,"(37.73162740215397, -122.47233969896116)"
229863,3000,OCEAN AVE,-122.4747177006,37.73207169850001,MS,"(37.73207169936773, -122.47471770114007)"
197057,284,EMBARCADERO NORTH,-122.39569059729999,37.797372139000004,SS,"(37.79737213922547, -122.39569059663259)"
197062,219,FRONT ST,-122.3989902006,37.7939668008,SS,"(37.79396680071203, -122.39899020081047)"
197081,415,MONTGOMERY ST,-122.40295139860001,37.7934037995,SS,"(37.793403800046, -122.4029513994863)"
197094,106,DAVIS ST,-122.39757520120001,37.7937277992,SS,"(37.79372779868006, -122.39757520080128)"
197119,207,DRUMM ST,-122.39693200190001,37.795726100799996,MS,"(37.79572610100798, -122.39693200213631)"
197225,30,SPEAR ST,-122.3951297027,37.7932902974,MS,"(37.79329029689536, -122.39512970257036)"
197244,401,SANSOME ST,-122.4014245008,37.7940889978,SS,"(37.79408899799473, -122.4014245004646)"
197245,108,DAVIS ST,-122.3975866006,37.793781499299996,SS,"(37.79378149885333, -122.39758660152026)"
197257,223,SACRAMENTO ST,-122.3986070973,37.7942902026,SS,"(37.79429020309241, -122.39860709679478)"
197260,370,WASHINGTON ST,-122.4003510366,37.795955109,SS,"(37.79595510944707, -122.40035103738015)"
197272,419,MONTGOMERY ST,-122.40297529819999,37.7935197995,SS,"(37.793519800310904, -122.40297529764842)"
197280,29,EMBARCADERO NORTH,-122.3948850014,37.7956802015,SS,"(37.795680201772704, -122.39488500109775)"
197305,202,WASHINGTON ST,-122.3983797018,37.7962063001,MS,"(37.79620629970525, -122.39837970226507)"
197400,235,WASHINGTON ST,-122.39891181889999,37.7960255069,SS,"(37.79602550738495, -122.39891181865146)"
197448,36,MISSION ST,-122.3936189988,37.7929850006,-,"(37.7929850005586, -122.39361899874022)"
197533,207,DRUMM ST,-122.3969417025,37.7957739,MS,"(37.795773900108465, -122.39694170157195)"
197537,205,DRUMM ST,-122.3969283027,37.7957080015,MS,"(37.79570800096912, -122.39692830352413)"
197560,208,DRUMM ST,-122.39670339940001,37.7958430004,MS,"(37.79584300026449, -122.39670339888924)"
197677,327,WASHINGTON ST,-122.39995690219999,37.7958923028,MS,"(37.795892302938704, -122.39995690149595)"
197685,18,EMBARCADERO SOUTH,-122.39384149920001,37.794516899499996,SS,"(37.7945169001491, -122.39384149873361)"
197687,6,MAIN ST,-122.3963348974,37.7928589982,SS,"(37.792858998222044, -122.39633489690009)"
197688,37,MISSION ST,-122.3935103022,37.7928674024,SS,"(37.79286740181402, -122.39351030236183)"
197729,3,SPEAR ST,-122.3953761027,37.7936911982,SS,"(37.7936911984203, -122.39537610284)"
197766,19,MAIN ST,-122.3959425014,37.7927504023,MS,"(37.79275040243273, -122.39594250133725)"
197767,117,FRONT ST,-122.3987579042,37.7928409183,SS,"(37.79284091814067, -122.39875790384359)"
197782,343,WASHINGTON ST,-122.4002591983,37.7958538019,MS,"(37.79585380163009, -122.4002591982)"
197788,202,FRONT ST,-122.3987339993,37.7935127028,MS,"(37.793512702915734, -122.39873399949884)"
197791,94,JACKSON ST,-122.3980759975,37.7971818027,SS,"(37.79718180335069, -122.3980759979654)"
197832,509,COMMERCIAL ST,-122.4018569008,37.7943380018,SS,"(37.79433800204327, -122.40185690155573)"
197904,421,BATTERY ST,-122.40051429879999,37.7954950006,SS,"(37.79549500123076, -122.40051429921523)"
197934,220,DRUMM ST,-122.3967749158,37.7961943885,MS,"(37.796194387691024, -122.3967749154683)"
197985,335,WASHINGTON ST,-122.3999961016,37.7958873016,MS,"(37.795887302167365, -122.39999610171265)"
198073,9,PINE ST,-122.3978548997,37.7924408027,SS,"(37.79244080338757, -122.39785489970436)"
198101,106,MAIN ST,-122.3948682991,37.7916834977,SS,"(37.791683498334415, -122.39486829946905)"
198124,306,CALIFORNIA ST,-122.4002264027,37.7932508019,SS,"(37.793250801907995, -122.40022640279506)"
198125,123,MISSION ST,-122.39456719879999,37.792028698,-,"(37.792028697623245, -122.39456719903859)"
198155,518,BUSH ST,-122.40619579860001,37.790550197399995,SS,"(37.79055019739749, -122.40619579892436)"
198191,23,BATTERY ST,-122.39977129889999,37.7919073001,SS,"(37.791907300277074, -122.39977129948412)"
198201,125,BATTERY ST,-122.3999824,37.792927400100005,SS,"(37.792927399934364, -122.39998240056173)"
198203,47,MISSION ST,-122.3937599991,37.7926693995,-,"(37.79266940038822, -122.39375999843278)"
198215,133,BEALE ST,-122.3949756992,37.7906067976,SS,"(37.79060679813632, -122.39497569871077)"
198328,252,SPEAR ST,-122.3911550992,37.790119999,SS,"(37.79011999925898, -122.39115509888002)"
198342,222,CALIFORNIA ST,-122.39955159809999,37.7933361017,SS,"(37.79333610200492, -122.3995515978914)"
198376,405,KEARNY ST,-122.4043702983,37.7919856989,SS,"(37.791985699155326, -122.40437029767654)"
198423,135,SPEAR ST,-122.39346590049999,37.7921676979,SS,"(37.79216769802485, -122.39346590113051)"
198424,202,BATTERY ST,-122.3999060017,37.793342902199996,SS,"(37.79334290226857, -122.39990600241494)"
198426,403,BUSH ST,-122.40422150280001,37.7906661023,SS,"(37.79066610163547, -122.40422150340501)"
198431,22,BATTERY ST,-122.3996164014,37.791929501,SS,"(37.79192950124386, -122.39961640143453)"
198496,18,MAIN ST,-122.3959455022,37.7925483984,MS,"(37.79254839800607, -122.39594550160349)"
198511,15,BATTERY ST,-122.39973399950001,37.7917261002,SS,"(37.79172609960564, -122.3997339986025)"
198524,104,SPEAR ST,-122.39391550020001,37.792321802,SS,"(37.792321802313076, -122.39391549996645)"
198525,136,SPEAR ST,-122.39315810030001,37.7917177015,SS,"(37.79171770129311, -122.39315810008736)"
198533,113,PINE ST,-122.3991698974,37.792277702,SS,"(37.79227770155288, -122.3991698969819)"
198583,121,MISSION ST,-122.3945142978,37.7920704008,-,"(37.79207040135396, -122.39451429806572)"
198615,221,MISSION ST,-122.3952518997,37.7914833994,MS,"(37.79148339939928, -122.39525190000916)"
198624,60,FREMONT ST,-122.3969348014,37.790553399299995,MS,"(37.79055339890093, -122.39693480151678)"
198652,9,SUTTER ST,-122.4009406974,37.7901444015,SS,"(37.79014440208812, -122.40094069723975)"
198671,3,BEALE ST,-122.39708930229999,37.7922749975,-,"(37.792274997178474, -122.39708930209177)"
198705,309,CALIFORNIA ST,-122.4002832991,37.793091897800004,SS,"(37.79309189839666, -122.40028329913719)"
198712,37,MAIN ST,-122.3957232979,37.7925756005,MS,"(37.79257560019241, -122.39572329829845)"
198738,218,CALIFORNIA ST,-122.39946658870001,37.793346938,SS,"(37.79334693829782, -122.39946658954469)"
198825,214,PINE ST,-122.4003900007,37.7922308025,SS,"(37.792230801647655, -122.40039000087226)"
198886,534,PINE ST,-122.4053950028,37.7916008019,SS,"(37.79160080171377, -122.40539500323467)"
198967,7,SANSOME ST,-122.40070631729999,37.7905974032,-,"(37.790597402780186, -122.40070631651797)"
199008,221,EMBARCADERO SOUTH,-122.3905571007,37.7921274983,SS,"(37.79212749829318, -122.3905571008039)"
199035,1107,STOCKTON ST,-122.40843719780001,37.796309498,MS,"(37.79630949823099, -122.40843719840198)"
199094,20,01ST ST,-122.39852930200001,37.7904270002,SS,"(37.79042700038121, -122.3985293025495)"
199144,106,GREEN ST,-122.401804201,37.80047110180001,SS,"(37.800471101892434, -122.40180420110418)"
199174,1138,BATTERY ST,-122.4016026165,37.801724603100006,SS,"(37.8017246034378, -122.4016026157061)"
199189,335,EMBARCADERO SOUTH,-122.3890406021,37.790296499499995,SS,"(37.79029649980982, -122.38904060173313)"
199193,743,JACKSON ST,-122.40799429799999,37.7958142002,SS,"(37.7958142000258, -122.4079942975444)"
199208,712,JACKSON ST,-122.4070657005,37.7960140024,SS,"(37.7960140024103, -122.40706570026633)"
199216,1117,BATTERY ST,-122.4017996192,37.801940202500006,SS,"(37.80194020219614, -122.40179961866095)"
199230,75,GREEN ST,-122.40058729959999,37.8005050988,SS,"(37.800505098907536, -122.40058730031056)"
199287,104,GREEN ST,-122.4017265008,37.80048089740001,SS,"(37.800480896782936, -122.40172650131476)"
199308,624,JACKSON ST,-122.4059288015,37.7961533991,SS,"(37.79615339903436, -122.40592880143993)"
199321,1302,BATTERY ST,-122.4018991009,37.803235900500006,SS,"(37.80323590034686, -122.4018991010911)"
199342,311,BUSH ST,-122.4028210991,37.7908575003,SS,"(37.79085750041597, -122.4028210994039)"
199380,1028,KEARNY ST,-122.40538649790001,37.797840497399996,SS,"(37.79784049669046, -122.4053864976423)"
199423,728,JACKSON ST,-122.4075165016,37.7959572011,SS,"(37.795957201181004, -122.40751650238349)"
199434,215,KEARNY ST,-122.4040335023,37.790351401,MS,"(37.790351401346754, -122.404033502487)"
199463,205,SPEAR ST,-122.3922152982,37.7911701006,SS,"(37.79117010076258, -122.39221529846353)"
199494,742,EMBARCADERO NORTH,-122.40031070229999,37.802518901300004,SS,"(37.8025189011983, -122.4003107023965)"
199504,1328,SANSOME ST,-122.40301530219999,37.80276320030001,SS,"(37.8027631998312, -122.40301530238666)"
199532,1115,POWELL ST,-122.40989379930001,37.7951547009,SS,"(37.79515470103844, -122.40989379909935)"
199597,1220,STOCKTON ST,-122.40845810219999,37.7972468016,MS,"(37.79724680171588, -122.40845810174952)"
199696,721,PACIFIC AVE,-122.4075274986,37.7967751016,SS,"(37.79677510234226, -122.40752749923865)"
199731,132,GREEN ST,-122.4024292021,37.8003916409,MS,"(37.800391641331444, -122.40242920233895)"
199790,1005,GRANT AVE,-122.4067464002,37.7962853023,SS,"(37.79628530173931, -122.40674640000333)"
199803,1140,BATTERY ST,-122.40161951450001,37.801813205500004,SS,"(37.80181320564449, -122.40161951506377)"
199812,741,JACKSON ST,-122.40792169950001,37.795823398,SS,"(37.79582339809157, -122.40792169938419)"
218483,309,ASH ST,-122.42326149879999,37.7792080016,-,"(37.779208001889884, -122.42326149919879)"
199837,626,BROADWAY,-122.4078774302,37.797800055100005,SS,"(37.79780005530975, -122.40787743023223)"
199886,28,SUTTER ST,-122.40167169989999,37.7901590028,SS,"(37.79015900325828, -122.40167170002071)"
199928,1008,BATTERY ST,-122.4014001153,37.800720104700005,SS,"(37.80072010455114, -122.4014001150865)"
199931,77,FOLSOM ST,-122.3905258977,37.7902992991,SS,"(37.790299298676366, -122.39052589833344)"
199935,320,HOWARD ST,-122.3948894997,37.7895345007,SS,"(37.78953450121373, -122.3948895002785)"
199965,734,JACKSON ST,-122.4076894985,37.7959354025,SS,"(37.79593540267554, -122.4076894974666)"
199970,308,SUTTER ST,-122.40582445860001,37.7896455198,SS,"(37.7896455203213, -122.40582445918614)"
200018,716,WASHINGTON ST,-122.4055867975,37.7952958018,SS,"(37.79529580160346, -122.405586797946)"
200042,707,MONTGOMERY ST,-122.4034699981,37.795985800100006,MS,"(37.79598579958032, -122.40346999772562)"
200063,807,FRONT ST,-122.40001821889999,37.7990443052,SS,"(37.79904430457277, -122.40001821852468)"
200128,915,STOCKTON ST,-122.40808010069999,37.794505299,-,"(37.79450529856731, -122.4080801011179)"
200146,918,CLAY ST,-122.4085945987,37.7940125995,-,"(37.79401259881612, -122.40859459872709)"
200179,738,CLAY ST,-122.4060680025,37.7943333973,SS,"(37.79433339670505, -122.40606800249732)"
200200,433,PACIFIC AVE,-122.40317550270001,37.7973191989,SS,"(37.79731919891157, -122.40317550354447)"
200265,1001,KEARNY ST,-122.40542240040001,37.7971953982,-,"(37.79719539824555, -122.40542239988925)"
200293,809,GRANT AVE,-122.4064064023,37.7945690014,SS,"(37.79456900131898, -122.4064064022118)"
200319,338,BROADWAY,-122.40349779809999,37.798351201100004,SS,"(37.79835120105326, -122.40349779770597)"
200332,912,KEARNY ST,-122.40513829860001,37.7966045019,SS,"(37.79660450224637, -122.4051382989069)"
224385,505,HAIGHT ST,-122.4306654015,37.7720166025,SS,"(37.77201660201661, -122.43066540134672)"
200352,814,MONTGOMERY ST,-122.40353380120001,37.7968715996,SS,"(37.796871599839044, -122.40353380107032)"
200357,220,BROADWAY,-122.40181149889999,37.7985644982,SS,"(37.79856449817314, -122.40181149850476)"
200367,315,BROADWAY,-122.40278010040001,37.798279401799995,SS,"(37.798279402358006, -122.40278010052987)"
200419,413,JACKSON ST,-122.4024271999,37.7965100993,MS,"(37.79651009895953, -122.4024271998411)"
200428,583,EMBARCADERO NORTH,-122.3988336992,37.800285699700005,SS,"(37.80028569970246, -122.39883369844432)"
200459,1017,FRONT ST,-122.40036980030001,37.80078899940001,SS,"(37.800788998900615, -122.40036980032527)"
200478,902,BATTERY ST,-122.40118860049999,37.7996593983,-,"(37.799659398108965, -122.40118860063764)"
200484,411,PACIFIC AVE,-122.4025830028,37.7973946025,SS,"(37.797394601549584, -122.40258300308494)"
200518,407,PACIFIC AVE,-122.4024248977,37.7974147023,SS,"(37.79741470206739, -122.40242489845753)"
200565,511,PACIFIC AVE,-122.40415919729999,37.7971970019,SS,"(37.797197001930456, -122.40415919664493)"
200667,903,SANSOME ST,-122.4023456722,37.7986272428,SS,"(37.79862724256047, -122.40234567199411)"
200668,905,SANSOME ST,-122.4023561235,37.7986793707,SS,"(37.79867937058118, -122.4023561241672)"
200683,129,BROADWAY,-122.4008610952,37.7985225704,MS,"(37.79852256982224, -122.40086109540225)"
200721,326,BROADWAY,-122.4032105,37.7983869025,SS,"(37.79838690203019, -122.40321050000131)"
200744,416,JACKSON ST,-122.40247889950001,37.7965860003,MS,"(37.79658600000016, -122.40247890016349)"
200749,116,VALLEJO ST,-122.4005774983,37.799679598699996,SS,"(37.799679598593045, -122.40057749839963)"
200804,703,BATTERY ST,-122.40097249829999,37.7977934972,SS,"(37.797793496618525, -122.4009724979484)"
200815,807,CLAY ST,-122.4065318012,37.7941935983,SS,"(37.794193598212395, -122.40653180050622)"
200844,837,WASHINGTON ST,-122.4076851008,37.7949499981,SS,"(37.79494999830687, -122.40768510129413)"
200866,725,GRANT AVE,-122.4063038022,37.7940566995,SS,"(37.79405670029611, -122.40630380255749)"
200894,402,JACKSON ST,-122.4020029024,37.7966449027,MS,"(37.796644903342234, -122.40200290254742)"
200901,1005,KEARNY ST,-122.4054314976,37.7972476006,-,"(37.797247601174575, -122.40543149830602)"
200927,904,CLAY ST,-122.4081107003,37.7940741003,SS,"(37.794074099918134, -122.40811069962601)"
200958,512,JACKSON ST,-122.40400509879998,37.7963937026,SS,"(37.79639370327161, -122.40400509928837)"
200969,913,FRONT ST,-122.4001853985,37.7998633021,SS,"(37.79986330191479, -122.40018539791218)"
200993,805,SANSOME ST,-122.4021562018,37.797679497800004,SS,"(37.79767949811331, -122.40215620168736)"
201018,706,MONTGOMERY ST,-122.4033124016,37.7957804994,MS,"(37.795780498912336, -122.40331240151443)"
201023,506,02ND ST,-122.3934371003,37.7828146004,SS,"(37.78281460009382, -122.39343709973967)"
201036,619,BATTERY ST,-122.40087679930001,37.7973304977,SS,"(37.79733049784907, -122.40087679859239)"
201038,622,02ND ST,-122.3915513006,37.7813040026,SS,"(37.78130400277768, -122.3915513011242)"
201041,415,WASHINGTON ST,-122.4008449984,37.795751498,MS,"(37.79575149815295, -122.4008449975616)"
201064,71,BROADWAY,-122.39930480129999,37.7987206028,SS,"(37.798720603223835, -122.39930480043424)"
201122,211,JACKSON ST,-122.3999454972,37.7968272985,SS,"(37.79682729771267, -122.39994549698781)"
201139,622,BATTERY ST,-122.400678802,37.797138798,SS,"(37.79713879838183, -122.4006788023167)"
201165,540,CLAY ST,-122.4029540976,37.7947676972,MS,"(37.79476769700248, -122.4029540984819)"
227590,1325,08TH AVE,-122.4654668008,37.7636794028,-,"(37.76367940304849, -122.46546680060897)"
201192,515,03RD ST,-122.3954021984,37.7810947009,SS,"(37.781094700920754, -122.39540219816065)"
201211,448,BRYANT ST,-122.3948183988,37.7822545999,SS,"(37.782254599778184, -122.39481839861466)"
201221,509,CLAY ST,-122.4019218997,37.7947274026,SS,"(37.79472740316211, -122.40192189947227)"
201227,435,WASHINGTON ST,-122.4012028386,37.7957057216,MS,"(37.79570572165351, -122.40120283857534)"
201242,8,SOUTH PARK,-122.3930919,37.7823774003,MS,"(37.78237739973187, -122.39309189987243)"
201274,24,SOUTH PARK,-122.3932703004,37.782236500500005,MS,"(37.78223650138369, -122.39327029955683)"
201332,517,CLAY ST,-122.4020381008,37.794713298699996,MS,"(37.79471329922899, -122.4020381007828)"
201356,104,05TH ST,-122.40634059879999,37.7825212003,SS,"(37.78252119990422, -122.40634059848877)"
201434,307,BRANNAN ST,-122.39223190000001,37.781601101999996,SS,"(37.78160110180764, -122.39223190046464)"
201474,607,DAVIS ST,-122.3986165018,37.7980987997,SS,"(37.79809879991624, -122.39861650167416)"
201502,294,BRANNAN ST,-122.391965199,37.7820499026,SS,"(37.782049902988504, -122.39196519901431)"
201547,366,03RD ST,-122.3976659995,37.7826501978,SS,"(37.78265019802977, -122.39766599987881)"
201565,428,BRYANT ST,-122.3944697005,37.7825308003,SS,"(37.78253079985741, -122.39446970010076)"
201573,144,PERRY ST,-122.39799549780001,37.7812564996,-,"(37.78125650015241, -122.39799549772921)"
201575,903,HOWARD ST,-122.40505450190001,37.781286702399996,SS,"(37.7812867022421, -122.40505450143742)"
201577,830,HOWARD ST,-122.40355130260001,37.7827011988,MS,"(37.78270119860708, -122.40355130337845)"
201597,517,02ND ST,-122.3930964989,37.782785599,SS,"(37.78278559918918, -122.39309649883361)"
201664,536,CLAY ST,-122.4028399975,37.794782298499996,MS,"(37.79478229910603, -122.40283999850675)"
201738,10,MABINI ST,-122.4000882019,37.7823346973,SS,"(37.782334696982865, -122.40008820231296)"
