objectid,street_num,street_name,longitude,latitude,meter_type
203150,43,BLUXOME ST,-122.3968026021,37.776768800700005,MS
203193,511,MISSION ST,-122.3979045988,37.7893967022,SS
203197,528,05TH ST,-122.39956746879999,37.7770946177,SS
203278,547,05TH ST,-122.3989307002,37.7768298992,SS
203330,83,BLUXOME ST,-122.39760300120001,37.776139101800005,MS
203331,104,BERRY ST,-122.3913741016,37.7774391015,SS
203335,515,05TH ST,-122.39981020209999,37.777531699200004,SS
203342,489,TOWNSEND ST,-122.39918480040001,37.773613600900006,MS
203401,405,TOWNSEND ST,-122.39853739899999,37.774444202800005,MS
203419,622,05TH ST,-122.3983815012,37.7761482996,-
203468,503,TOWNSEND ST,-122.39945559350001,37.7734018443,MS
203528,395,TOWNSEND ST,-122.3971179184,37.775252803899996,MS
203609,620,05TH ST,-122.3982786999,37.776066201599996,SS
203619,246,CHANNEL ST,-122.3929995532,37.7733919331,SS
203705,631,LONG BRIDGE ST,-122.39206289709999,37.7728876412,SS
203761,285,BERRY ST,-122.3955493511,37.7739656241,SS
203801,244,KING ST,-122.39299820149999,37.7773790982,MS
203831,347,TOWNSEND ST,-122.3960975166,37.776044402,MS
203835,45,02ND ST,-122.4009867978,37.789057201599995,MS
203872,548,05TH ST,-122.39909950059999,37.7767212027,SS
204015,443,EMBARCADERO SOUTH,-122.38772600120001,37.7884178021,SS
204044,414,EMBARCADERO SOUTH,-122.3884164018,37.789113399499996,SS
204075,226,POWELL ST,-122.4081099182,37.787107106,-
204098,144,01ST ST,-122.3966978003,37.7889749975,SS
204115,312,FREMONT ST,-122.3932697025,37.7876103007,SS
204125,244,BEALE ST,-122.39310151709999,37.788865405799996,-
204137,15,GEARY ST,-122.4040329994,37.787840099,SS
204164,306,STOCKTON ST,-122.4067451988,37.7887169019,-
204176,25,KEARNY ST,-122.4037155991,37.7887084977,MS
204207,111,GRANT AVE,-122.4051848014,37.7881541018,MS
204269,204,FOLSOM ST,-122.3920927995,37.7893045013,SS
204324,347,BEALE ST,-122.3920474981,37.7882639998,-
204329,235,GEARY ST,-122.4079199002,37.7873454996,SS
204352,26,HARRISON ST,-122.3892854989,37.7890793019,SS
204494,657,MISSION ST,-122.4010294002,37.786927600300004,SS
204519,351,SPEAR ST,-122.3897167982,37.7891771019,SS
204523,562,HOWARD ST,-122.3974319992,37.7875321981,-
204576,569,MISSION ST,-122.3991049991,37.7884479993,SS
204667,212,POWELL ST,-122.4080404155,37.7867593018,-
204718,436,SPEAR ST,-122.3889032003,37.788317498699996,SS
204762,168,STEVENSON ST,-122.4027172976,37.787329998699995,SS
204777,28,GEARY ST,-122.4045274688,37.7878814121,SS
204780,523,HOWARD ST,-122.39655292129999,37.787998135900004,MS
204817,313,FREMONT ST,-122.39308989950001,37.7877103974,SS
204840,423,FOLSOM ST,-122.39410082090001,37.7874762136,SS
204851,305,BEALE ST,-122.39250699610001,37.7886332782,SS
204864,321,HOWARD ST,-122.3947890299,37.789387285100005,SS
204869,234,01ST ST,-122.39530359930001,37.7878392999,SS
204893,575,MISSION ST,-122.3992608019,37.7883248021,SS
204900,419,SUTTER ST,-122.4076760986,37.7892795009,SS
204931,357,SPEAR ST,-122.3896111974,37.7890928973,SS
204996,439,HOWARD ST,-122.3957596434,37.7886228932,SS
205029,335,01ST ST,-122.3934768976,37.7866212026,SS
205043,630,FOLSOM ST,-122.39762559879999,37.7849361998,SS
205076,225,02ND ST,-122.3975531009,37.7863223989,SS
205098,560,FOLSOM ST,-122.3961161018,37.7861275979,SS
205150,124,POWELL ST,-122.4079452194,37.7862998058,-
205398,4,GRANT AVE,-122.4048341976,37.7870658011,-
205399,343,02ND ST,-122.3955541008,37.7847478975,SS
205432,105,HAWTHORNE ST,-122.3975104985,37.7844940991,SS
205435,118,BRYANT ST,-122.3894364011,37.7864830018,SS
205445,422,HARRISON ST,-122.3927282986,37.786358402,SS
205448,633,HOWARD ST,-122.3990141002,37.7860592016,SS
205468,3,OFARRELL ST,-122.4051243008,37.786738398400004,MS
205470,1,OFARRELL ST,-122.4050776974,37.7867442992,MS
205498,515,FOLSOM ST,-122.3945873992,37.7870910027,MS
205516,347,02ND ST,-122.3954481983,37.78466369850001,SS
205534,7,04TH ST,-122.4054202993,37.7855368973,SS
205582,619,HOWARD ST,-122.3986956996,37.7863107984,SS
205630,30,KAPLAN LN,-122.3990338982,37.7850655996,MS
205631,30,KAPLAN LN,-122.39902500219999,37.7850586985,MS
205661,303,JESSIE ST,-122.4049485994,37.7847488978,MS
205663,301,JESSIE ST,-122.4049142,37.784775999299995,MS
205682,45,HAWTHORNE ST,-122.3981149008,37.7849685986,SS
205759,562,BEALE ST,-122.3888439012,37.7854885002,SS
205783,536,EMBARCADERO SOUTH,-122.38816060280001,37.7859867987,SS
205842,632,HOWARD ST,-122.398905398,37.7863718019,MS
205854,346,BRYANT ST,-122.39248496280001,37.783992508000004,SS
205869,655,FOLSOM ST,-122.3981257972,37.7842988008,SS
205897,21,ELLIS ST,-122.40695460110001,37.7855456983,SS
205906,643,HARRISON ST,-122.39633390280001,37.783246799299995,SS
205963,31,KAPLAN LN,-122.3989474026,37.784998499699995,MS
205977,517,BEALE ST,-122.3891511985,37.7859384016,SS
205993,116,BRANNAN ST,-122.38844379940001,37.7848103986,SS
206007,324,02ND ST,-122.396120399,37.7849552994,SS
206114,424,NORTH POINT ST,-122.4146998988,37.8065057983,SS
206281,1621,UNION ST,-122.42640799819999,37.7981817973,SS
206283,163,JEFFERSON ST,-122.4156698023,37.8081759987,-
206291,1337,GREEN ST,-122.4217876976,37.7978166983,SS
206292,363,BRYANT ST,-122.3928440024,37.7835848023,SS
206307,742,BEACH ST,-122.4222031997,37.8065132023,SS
206316,402,BAY ST,-122.4138022975,37.8056666021,SS
206326,1139,COLUMBUS AVE,-122.41708929999999,37.8049665009,SS
206334,1544,UNION ST,-122.4255083014,37.7984212012,SS
206343,441,NORTH POINT ST,-122.4151585006,37.806309499700006,SS
206361,514,BEACH ST,-122.4180181992,37.807029399,SS
206387,816,HOWARD ST,-122.4033039973,37.7828985982,MS
206393,403,JEFFERSON ST,-122.4193610025,37.8077173018,-
206400,1211,COLUMBUS AVE,-122.4177174007,37.805404198299996,SS
206448,143,03RD ST,-122.4009750017,37.7855294988,SS
206516,502,NORTH POINT ST,-122.4156493002,37.8063864009,SS
206521,311,JEFFERSON ST,-122.41786230139999,37.8079009996,-
206530,705,BEACH ST,-122.4207598974,37.8065584981,SS
206572,373,BRYANT ST,-122.39294830120001,37.783502301999995,SS
206590,647,HARRISON ST,-122.3964521994,37.7831536987,SS
206631,420,BAY ST,-122.4144276992,37.805589701,SS
206658,468,02ND ST,-122.39391100190001,37.7831936021,SS
206703,2725,LEAVENWORTH ST,-122.41893400040001,37.8066590027,SS
206744,908,NORTH POINT ST,-122.4224197604,37.805511923699996,-
206766,134,HAWTHORNE ST,-122.3969628026,37.7839173012,SS
206849,401,BAY ST,-122.4137313028,37.80552820010001,SS
206854,5,04TH ST,-122.4054733009,37.7855792985,SS
206873,634,NORTH POINT ST,-122.41803443270001,37.80609031070001,SS
206918,2626,JONES ST,-122.4169753005,37.8059696023,SS
206925,2524,TAYLOR ST,-122.41531860059999,37.806133898800006,SS
206935,2327,MASON ST,-122.4136551001,37.8054846981,SS
206991,2524,MASON ST,-122.4138816015,37.807345899699996,SS
207036,37,FRANCISCO ST,-122.4067054016,37.805470800900004,SS
207071,645,FILBERT ST,-122.4107753017,37.801142598400006,SS
207075,309,BAY ST,-122.4123072007,37.805709299499995,SS
207090,2103,POLK ST,-122.4218824019,37.7961222016,-
207095,33,FRANCISCO ST,-122.40654120010001,37.805491498600006,SS
207136,1318,EMBARCADERO NORTH,-122.40506529780001,37.80649709790001,SS
207146,1709,JACKSON ST,-122.4235803017,37.793813602,SS
207150,2017,POLK ST,-122.4217369982,37.7954023023,SS
207167,1506,BROADWAY,-122.422105802,37.795986900900004,SS
207180,1426,EMBARCADERO NORTH,-122.4065448993,37.8072465015,SS
207186,1623,POWELL ST,-122.41083860180001,37.7999275018,SS
207205,20,FRANCISCO ST,-122.40618380129999,37.80564710020001,SS
207264,114,GREENWICH ST,-122.4025124998,37.803236001100004,MS
207439,329,BAY ST,-122.4129595027,37.8056270004,SS
207495,922,COLUMBUS AVE,-122.4143324976,37.8032788997,SS
207521,1519,PACIFIC AVE,-122.4205910021,37.7951001012,SS
207557,22,FRANCISCO ST,-122.4062652008,37.805636801700004,SS
207576,1520,SANSOME ST,-122.4033843015,37.80461699790001,SS
207710,1608,VALLEJO ST,-122.424078902,37.796687700700005,SS
207717,1516,STOCKTON ST,-122.40903297940001,37.800009514900005,SS
207799,511,COLUMBUS AVE,-122.40957729860001,37.799771699000004,SS
207814,601,FILBERT ST,-122.4095030014,37.8013006979,SS
207861,1505,STOCKTON ST,-122.4091372155,37.7998860047,SS
207881,1540,VALLEJO ST,-122.4232209024,37.7967896973,SS
207899,524,COLUMBUS AVE,-122.4098346007,37.80016759870001,SS
207907,27,LOMBARD ST,-122.4025256985,37.8040649992,SS
207911,130,NORTH POINT ST,-122.4096815025,37.80713389900001,SS
207954,1612,POWELL ST,-122.4106597991,37.7997320023,SS
208167,715,BROADWAY,-122.4091542975,37.7974790026,SS
208209,409,TAYLOR ST,-122.41147929780001,37.7863389001,SS
208233,730,BROADWAY,-122.4096700975,37.797574802199996,SS
208246,963,HOWARD ST,-122.4062422008,37.7803481975,SS
208321,954,HOWARD ST,-122.4062640999,37.7805577003,SS
208378,147,06TH ST,-122.40756421719999,37.7801834026,-
208501,74,MINT ST,-122.4076538977,37.7825203006,SS
208503,106,MASON ST,-122.4092699007,37.7844759998,-
208531,971,FOLSOM ST,-122.4050527026,37.7788275023,SS
208535,1076,HARRISON ST,-122.4061339011,37.7757760984,SS
208559,32,TURK ST,-122.41021119959998,37.7833461025,-
208608,106,ELLIS ST,-122.4081510005,37.7855185018,SS
208640,419,TAYLOR ST,-122.41152770040001,37.7865821988,SS
208642,117,EDDY ST,-122.40999259959999,37.7842019004,SS
208650,249,ELLIS ST,-122.4106866994,37.7850682986,SS
208688,426,TAYLOR ST,-122.41139660190001,37.7867817999,SS
208691,1003,MISSION ST,-122.4088348017,37.780765001599995,SS
208742,322,MASON ST,-122.4097469986,37.7868547001,MS
208805,136,MASON ST,-122.4093910329,37.7850903883,MS
208810,723,BROADWAY,-122.40945259829999,37.7974412003,SS
208857,425,TAYLOR ST,-122.4115587927,37.786738389899995,SS
208876,224,TAYLOR ST,-122.4110034012,37.7848167018,SS
208880,220,TAYLOR ST,-122.41098859879999,37.7847428013,SS
208898,15,06TH ST,-122.4097141539,37.781892861100005,SS
208901,254,07TH ST,-122.4082599987,37.776960601000006,SS
209001,775,BRANNAN ST,-122.4029500067,37.773133253500006,SS
209016,279,08TH ST,-122.4101625598,37.7751815349,SS
209071,125,08TH ST,-122.41235479870001,37.7769343992,SS
209116,203,GOLDEN GATE AVE,-122.4140649975,37.7817693994,SS
209208,1068,HOWARD ST,-122.4088485983,37.778515499899996,SS
209237,319,JONES ST,-122.41278129790001,37.784477497400005,SS
209256,214,GOLDEN GATE AVE,-122.4143885824,37.7818642022,SS
209259,1196,HOWARD ST,-122.41155190180001,37.7763778017,SS
209285,1165,HOWARD ST,-122.41079630120001,37.776748499700005,SS
209333,217,GOLDEN GATE AVE,-122.41448830040001,37.7817158,SS
209364,204,08TH ST,-122.4114659985,37.775984902800005,-
209366,221,TAYLOR ST,-122.411155801,37.7847239979,SS
209415,316,TURK ST,-122.41469409850001,37.7827791002,SS
209431,119,LEAVENWORTH ST,-122.4140735024,37.7824935009,SS
209461,209,TAYLOR ST,-122.41110859969999,37.7844878015,SS
209473,308,LEAVENWORTH ST,-122.41422439899999,37.784046097600005,-
209475,428,ELLIS ST,-122.4139959197,37.7847739027,SS
209477,327,09TH ST,-122.4108729006,37.773290098500006,SS
209516,25,GOLDEN GATE AVE,-122.41137910049999,37.7821118002,SS
209531,324,JONES ST,-122.4126454999,37.7845767,SS
209595,1037,MISSION ST,-122.4095074997,37.780234600300005,SS
209675,56,HYDE ST,-122.41529760110001,37.7810212978,MS
209708,320,LEAVENWORTH ST,-122.4142960978,37.784405301199996,SS
209718,273,08TH ST,-122.410234099,37.77523900280001,MS
209741,217,07TH ST,-122.4088897982,37.777706199200004,SS
209773,407,08TH ST,-122.40826660180001,37.773600742199996,SS
209780,4,06TH ST,-122.4101284982,37.7819790979,SS
209781,224,GOLDEN GATE AVE,-122.4147199986,37.7818221998,SS
209907,103,LEAVENWORTH ST,-122.4139815976,37.7820399002,SS
209925,138,TURK ST,-122.41203020110001,37.7831147005,SS
210156,206,09TH ST,-122.413029799,37.7747663026,SS
210171,34,HYDE ST,-122.4151274152,37.780152406300004,MS
210193,237,09TH ST,-122.4122163017,37.774361099000004,SS
210205,1341,HOWARD ST,-122.4141539016,37.774098801300006,SS
210207,1309,MISSION ST,-122.4149660018,37.775916098500005,SS
210212,1753,CLAY ST,-122.42229740110001,37.7921712016,SS
210221,40,HYDE ST,-122.41516401620001,37.7803359029,MS
210251,801,SACRAMENTO ST,-122.4062678997,37.7933157002,SS
210280,1626,POLK ST,-122.42091619760001,37.7920955018,SS
210284,1730,POLK ST,-122.42110029770001,37.7930047986,SS
210311,109,LARKIN ST,-122.41679530190001,37.7790004992,MS
210333,1720,POLK ST,-122.42107559899999,37.7928826016,SS
210340,1648,CLAY ST,-122.420566499,37.7924989005,SS
210481,619,CALIFORNIA ST,-122.4051379018,37.792465099,SS
210534,1727,VAN NESS AVE,-122.4228269977,37.7920256973,SS
210536,1713,CLAY ST,-122.42137839799999,37.7922880006,SS
210561,147,09TH ST,-122.4135848989,37.7754520987,SS
210612,202,09TH ST,-122.41311830069999,37.774836799999996,SS
210617,627,GRANT AVE,-122.4061436017,37.7932439008,SS
210661,1344,HOWARD ST,-122.4142911022,37.77421709790001,SS
210668,837,SACRAMENTO ST,-122.40729320209999,37.793190999800004,SS
210701,142,09TH ST,-122.41386441889999,37.7754316067,SS
210786,1612,CLAY ST,-122.4197746997,37.7925996006,SS
210801,105,LARKIN ST,-122.4167823994,37.778935600900006,MS
210833,1337,HOWARD ST,-122.4140523017,37.774179100000005,SS
210879,237,10TH ST,-122.4133842026,37.773375700100004,SS
210880,610,PINE ST,-122.4061336999,37.7915079975,SS
210885,1307,HOWARD ST,-122.41334329889999,37.774738999899995,SS
210889,605,PINE ST,-122.4060316977,37.7913959985,SS
210933,326,LARKIN ST,-122.4170236976,37.781226397400005,SS
211048,1428,VAN NESS AVE,-122.42194239950001,37.789264698400004,SS
211054,1317,BUSH ST,-122.4192498976,37.788759102,SS
211101,1728,SACRAMENTO ST,-122.4216668976,37.791449698499996,SS
211102,1741,SACRAMENTO ST,-122.42196010209999,37.791304998899996,SS
211120,536,SUTTER ST,-122.4099583008,37.7891142991,MS
211183,735,BUSH ST,-122.4099547022,37.7899416991,SS
211199,722,JONES ST,-122.41339109809999,37.7882219003,SS
211213,1123,LARKIN ST,-122.4186754019,37.788618599,SS
211330,1120,SUTTER ST,-122.4190843997,37.7879499019,SS
211345,1109,LARKIN ST,-122.4186115989,37.7883034003,SS
211352,742,TAYLOR ST,-122.4119796974,37.7895732977,SS
211388,1553,CALIFORNIA ST,-122.4203470999,37.7905367025,SS
211415,1708,VAN NESS AVE,-122.4224021022,37.7915367977,SS
211423,1445,CALIFORNIA ST,-122.41880619870001,37.7907294025,SS
211465,1209,SUTTER ST,-122.420407701,37.7876574014,SS
211488,625,SUTTER ST,-122.4111912006,37.788833801500004,SS
211511,1226,BUSH ST,-122.41786831430001,37.7890703042,SS
211539,502,POST ST,-122.4102023986,37.7881171991,-
211607,726,BUSH ST,-122.40965579799999,37.7901150984,MS
211622,1253,SUTTER ST,-122.4214389992,37.7875263979,-
211624,736,TAYLOR ST,-122.41194749969999,37.7894186013,MS
211650,705,SUTTER ST,-122.4122048018,37.7887051002,SS
211658,21,FERN ST,-122.4192980991,37.7883093012,SS
211683,1104,POLK ST,-122.41988859860001,37.7870204997,-
211693,1128,SUTTER ST,-122.41924120270001,37.7879299977,SS
211743,712,BUSH ST,-122.4092663021,37.7901638978,SS
211798,1615,VAN NESS AVE,-122.4225840007,37.7908245985,SS
211855,703,TAYLOR ST,-122.41200650270001,37.7890526977,SS
211987,1717,SACRAMENTO ST,-122.42154069959999,37.7913577993,SS
212022,603,ELLIS ST,-122.4162650012,37.7843639002,SS
212037,803,LARKIN ST,-122.41801979739999,37.7853691027,SS
212075,115,CEDAR ST,-122.42018279780001,37.786285999099995,-
212090,500,EDDY ST,-122.41602591610001,37.7835606055,-
212119,617,GEARY ST,-122.41383740090001,37.786585199499996,SS
212128,805,POLK ST,-122.4194839985,37.7842090026,-
212170,523,LEAVENWORTH ST,-122.4148463027,37.7863211975,SS
212190,444,EDDY ST,-122.4156462606,37.7836077114,MS
212198,323,LEAVENWORTH ST,-122.4144788009,37.7845349972,-
212213,501,ELLIS ST,-122.41458194209999,37.7845766206,-
212274,833,GEARY ST,-122.41763330219999,37.7860975013,SS
212335,532,OFARRELL ST,-122.4140892995,37.7857098998,SS
212345,827,SUTTER ST,-122.4146102012,37.7884009992,SS
212357,1023,GEARY ST,-122.42054760059999,37.7857294016,SS
212440,527,OFARRELL ST,-122.4139356983,37.7856210013,SS
212457,529,ELLIS ST,-122.41553521719999,37.7844550048,SS
212465,39,CEDAR ST,-122.4194580984,37.7863767025,SS
212481,507,LEAVENWORTH ST,-122.4147646015,37.7859144014,SS
212503,1125,POST ST,-122.4207675976,37.7866407995,SS
212517,516,LEAVENWORTH ST,-122.41465050139999,37.7861144998,SS
212598,522,HYDE ST,-122.4163197015,37.7860660021,SS
212603,504,EDDY ST,-122.4161753987,37.7835415014,MS
212628,641,GEARY ST,-122.4146066026,37.7864885003,SS
212657,719,OFARRELL ST,-122.4169514009,37.785230399,SS
212700,426,HYDE ST,-122.4161514991,37.7852229,SS
212702,820,LARKIN ST,-122.4179518984,37.7858219993,SS
212707,708,POLK ST,-122.4191510023,37.783406698,-
212828,529,JONES ST,-122.4132018012,37.78653000190001,SS
212867,3,CEDAR ST,-122.4183907022,37.7865102989,SS
212921,513,ELLIS ST,-122.4149814192,37.7845257034,-
212946,1124,POST ST,-122.4207084996,37.7867836998,SS
212953,823,OFARRELL ST,-122.4188482327,37.7849890831,SS
212955,1006,GEARY ST,-122.42007459860001,37.7859130994,SS
212958,721,LARKIN ST,-122.417927602,37.7848986992,SS
212994,631,GEARY ST,-122.41433410129999,37.7865227991,SS
213046,601,TERRY A FRANCOIS BLVD,-122.3858461023,37.7699498989,MS
213082,601,TERRY A FRANCOIS BLVD,-122.38583489850001,37.7698812009,MS
213085,601,TERRY A FRANCOIS BLVD,-122.386090703,37.7698457007,MS
213118,316,CHINA BASIN ST,-122.3876422686,37.7721979569,SS
213134,556,TERRY A FRANCOIS BLVD,-122.3863508531,37.769133517600004,SS
213148,515,ILLINOIS ST,-122.3879076365,37.7651732039,SS
213150,423,CHINA BASIN ST,-122.3887412425,37.7719743946,SS
213245,618,CHINA BASIN ST,-122.3917723574,37.7719661124,SS
213269,1320,04TH ST,-122.39135312149999,37.7712057207,SS
213273,430,ILLINOIS ST,-122.3881643538,37.766033616,SS
213314,1213,04TH ST,-122.3912069582,37.7723495571,SS
213331,601,TERRY A FRANCOIS BLVD,-122.38587015649999,37.769487597,MS
213500,403,ILLINOIS ST,-122.38806130100001,37.766761704299995,SS
213528,410,ILLINOIS ST,-122.38821570209998,37.7665644073,SS
213635,524,MISSION BAY BLVD NORTH,-122.3907544591,37.7710851782,SS
204140,312,STOCKTON ST,-122.40678030219999,37.788887401,-
213678,527,LARKIN ST,-122.4175691974,37.7831329004,SS
213716,2134,03RD ST,-122.3888639809,37.7621837619,MS
213742,2504,03RD ST,-122.38845360319999,37.7577084263,MS
213747,1007,INDIANA ST,-122.3911063242,37.7575589303,MS
213775,715,IOWA ST,-122.3920362456,37.7575992238,MS
213785,2606,03RD ST,-122.3883431542,37.7565084879,MS
213802,1009,INDIANA ST,-122.39110094370001,37.7575059113,MS
213825,776,IOWA ST,-122.3921455807,37.7569381741,MS
213877,1004,INDIANA ST,-122.3912474641,37.757624407600005,MS
213879,1008,INDIANA ST,-122.3912426403,37.75757301,MS
213916,713,22ND ST,-122.38909016299999,37.757858247600005,MS
213927,840,INDIANA ST,-122.3913844453,37.7590838888,MS
213952,1213,TENNESSEE ST,-122.38904590889999,37.7560408967,MS
213974,2132,03RD ST,-122.38886666309999,37.7622558571,MS
213984,439,CHINA BASIN ST,-122.38924217200001,37.771957309499996,SS
214054,331,11TH ST,-122.41312009999999,37.771257302600006,SS
214078,136,UTAH ST,-122.4068396014,37.767936498699996,SS
214089,546,09TH ST,-122.40746129840001,37.7703274981,SS
214119,1637,BRYANT ST,-122.41042640219999,37.765884200900004,SS
214152,1411,HARRISON ST,-122.4114872997,37.771284599699996,SS
214171,414,09TH ST,-122.4097321012,37.7721373019,SS
214236,228,POTRERO AVE,-122.4077380017,37.7662823022,SS
214252,1608,BRYANT ST,-122.4106658005,37.7665789992,SS
214291,408,10TH ST,-122.4110640974,37.7712912996,SS
214370,343,11TH ST,-122.4128413011,37.771034902800004,-
214383,234,POTRERO AVE,-122.4077258983,37.7661628992,SS
214415,118,DE HARO ST,-122.4020315432,37.768458167199995,SS
214437,569,08TH ST,-122.4054666447,37.7714411079,MS
214571,205,VERMONT ST,-122.4046473069,37.7671086152,SS
214589,108,DIVISION ST,-122.40438613879999,37.7698200952,SS
214591,175,DIVISION ST,-122.40573800790001,37.7695975412,SS
214605,172,DIVISION ST,-122.4056568384,37.769740375,SS
214629,127,DIVISION ST,-122.4047497351,37.7696595376,MS
214808,2002,ALAMEDA ST,-122.40502385010001,37.7685784177,SS
214811,2014,ALAMEDA ST,-122.4054149088,37.768554894299996,SS
214832,833,IOWA ST,-122.39186000790001,37.755500876199996,MS
214866,824,IOWA ST,-122.3919900035,37.7553345743,MS
214900,704,07TH ST,-122.40073229020001,37.770969706799995,SS
214909,118,HENRY ADAMS ST,-122.4039192842,37.768012633299996,SS
214952,1140,INDIANA ST,-122.3910677625,37.7557096596,MS
215001,125,RHODE ISLAND ST,-122.4027740727,37.7679589126,SS
215061,250,11TH ST,-122.4143432991,37.771999397200005,SS
215072,1926,BRYANT ST,-122.4102579986,37.7622690973,SS
215104,3214,DIVISADERO ST,-122.44268130110001,37.7995496009,SS
215113,3252,PIERCE ST,-122.43921109819999,37.8000942011,MS
215139,1649,HOWARD ST,-122.41744479879999,37.770497600400006,SS
215148,3205,17TH ST,-122.4176465009,37.763481601,SS
215224,3201,17TH ST,-122.4175183975,37.7634894018,SS
215233,2128,CHESTNUT ST,-122.43886699870001,37.80054549960001,SS
215240,2145,GREENWICH ST,-122.43567000120001,37.798923998,SS
215291,231,14TH ST,-122.4190931001,37.7682721996,SS
215297,1678,MISSION ST,-122.41978740110001,37.7708735009,SS
215309,1659,HOWARD ST,-122.41753610010001,37.7702207015,SS
215322,2335,CHESTNUT ST,-122.4423468017,37.799979302,SS
215363,2405,LOMBARD ST,-122.4412137025,37.7990741012,SS
215412,3252,PIERCE ST,-122.43911629889999,37.8000425016,MS
215429,3210,17TH ST,-122.4178667997,37.7635894985,SS
215453,3252,PIERCE ST,-122.4391377007,37.80007300050001,SS
215522,4,MALLORCA WAY,-122.4372860992,37.800911201999995,SS
215535,208,PIXLEY ST,-122.4361067989,37.798473901,SS
215542,2326,LOMBARD ST,-122.44033209950001,37.7994100981,SS
215614,104,SOUTH VAN NESS AVE,-122.41862720040001,37.7723965988,SS
215629,3202,FILLMORE ST,-122.4358350017,37.799132802399996,SS
215647,2343,CHESTNUT ST,-122.4425713976,37.7999506974,SS
215795,2141,CHESTNUT ST,-122.43920078549999,37.800378781700005,SS
215832,1660,MISSION ST,-122.4196124987,37.7713358019,MS
215841,3121,FILLMORE ST,-122.4358628017,37.7985986014,SS
215853,2114,CHESTNUT ST,-122.4384541006,37.8005978026,SS
215895,227,14TH ST,-122.4189268981,37.7682823025,SS
215899,1638,MISSION ST,-122.4192862024,37.7720013977,SS
215918,1645,HOWARD ST,-122.4174042975,37.7706045982,SS
215953,2143,GREENWICH ST,-122.43557810200001,37.7989356992,SS
215972,1746,MISSION ST,-122.4201081988,37.7686736983,MS
215979,117,CAPP ST,-122.4185695999,37.7645250977,SS
216011,302,11TH ST,-122.4138870583,37.7716354971,SS
216044,2201,WEBSTER ST,-122.4326712021,37.791021802399996,-
216053,2816,CALIFORNIA ST,-122.44111029780001,37.7880660974,SS
216085,1711,UNION ST,-122.42770780219999,37.7980165006,SS
216096,3001,BUCHANAN ST,-122.4322953017,37.7976214,SS
216149,1306,FRANKLIN ST,-122.42318179799999,37.7866831002,SS
216209,2413,FILLMORE ST,-122.4345266984,37.7919804015,SS
216238,2119,UNION ST,-122.43448410159999,37.7971547012,SS
216274,2106,WEBSTER ST,-122.4323501025,37.7903139004,SS
216276,2142,UNION ST,-122.4352716987,37.7971789976,SS
216292,1210,VAN NESS AVE,-122.4214811993,37.786984899000004,SS
216324,2219,FILLMORE ST,-122.43420040209999,37.790360397600004,SS
216334,2337,CALIFORNIA ST,-122.433640301,37.7888467991,SS
216356,1326,FRANKLIN ST,-122.4232839008,37.7871872996,SS
216403,1321,POST ST,-122.42399260190001,37.7862370991,SS
216404,2450,CALIFORNIA ST,-122.435048701,37.7890896005,MS
216441,1421,VAN NESS AVE,-122.4222271999,37.7890612976,SS
216472,1535,BUSH ST,-122.4233468992,37.7882434976,MS
216493,1412,FRANKLIN ST,-122.4234001019,37.7877609012,SS
216545,3026,FILLMORE ST,-122.43555690139999,37.797808998200004,SS
216612,7,PETER YORKE WAY,-122.4236619023,37.7861156006,MS
216613,1313,POST ST,-122.4237281975,37.786270202,SS
216632,1322,POST ST,-122.42410270100001,37.7863587988,SS
216634,2120,UNION ST,-122.4346051027,37.797263800100005,SS
216641,2404,CLAY ST,-122.432786498,37.7909536016,SS
216715,2430,CALIFORNIA ST,-122.43488809809999,37.788857801700004,SS
216721,218,FERN ST,-122.4226762016,37.7879387987,SS
216836,228,FERN ST,-122.42294509870001,37.7879046005,SS
216883,2310,FILLMORE ST,-122.43420829780001,37.7910738987,SS
216884,230,AUSTIN ST,-122.42326229780001,37.7888293982,SS
216946,2011,FILLMORE ST,-122.4337852017,37.7882984997,SS
216950,1745,UNION ST,-122.42866799950001,37.7978944992,SS
217028,1910,FILLMORE ST,-122.43347160120001,37.7874158014,SS
217149,2321,SUTTER ST,-122.4388456025,37.7853241981,SS
217210,2428,SUTTER ST,-122.44104750059999,37.7851520003,SS
217266,1225,GEARY BLVD,-122.4240214021,37.7853240025,MS
217273,1020,OFARRELL ST,-122.42210660100001,37.7847052001,SS
217280,1238,POST ST,-122.4229553023,37.7865024981,SS
217294,1218,GOUGH ST,-122.4245040991,37.784857001999995,MS
217338,1043,GEARY ST,-122.4210799017,37.785662799,SS
217382,1808,FILLMORE ST,-122.4332665016,37.7863975008,SS
217460,1901,FILLMORE ST,-122.4335502011,37.787132001399996,SS
217472,1126,GOUGH ST,-122.4243721009,37.7842042976,MS
217483,1808,POST ST,-122.4318321009,37.785382100300005,SS
217588,1943,GEARY BLVD,-122.43610639020001,37.7837475191,SS
217611,2023,POST ST,-122.4355886118,37.784768652,SS
217703,2236,POST ST,-122.4394014009,37.784422601500005,SS
217735,1406,GOUGH ST,-122.42482219799999,37.786439499699995,MS
206027,401,JEFFERSON ST,-122.4192814023,37.8077274998,-
217744,1503,LAGUNA ST,-122.4281085019,37.7852341988,SS
217894,1818,FILLMORE ST,-122.4333147981,37.786637100300005,SS
217952,2017,GEARY BLVD,-122.4367360749,37.783667244899995,SS
